,xmin,ymin,xmax,ymax,conf,class
0,3812.198501586914,2174.376007080078,4096.936561584473,2498.1057739257812,0.08016584068536758,Araneae
1,3545.018768310547,180.52426147460938,3745.0113220214844,468.01129150390625,0.06613960862159729,Araneae
2,1092.2138671875,1739.0523681640625,1956.673828125,2590.40380859375,0.04972860962152481,Araneae
3,2814.3439292907715,2107.315399169922,3263.845916748047,2500.0,0.03745899349451065,Araneae
4,2717.1024475097656,2987.454360961914,2923.516082763672,3456.0,0.030135653913021088,Araneae
5,3600.1567006111145,2278.223846435547,3942.253936767578,2643.7720336914062,0.02064592018723488,Araneae
6,2507.0235595703125,1998.2478637695312,2900.0,2499.0104064941406,0.014577989466488361,Araneae
7,1747.607666015625,851.1812744140625,2500.0,1410.911605834961,0.00645965151488781,Araneae
8,4100.829170227051,1596.9970703125,4351.902587890625,1702.7290496826172,0.003985030576586723,Araneae
9,15.192419052124023,1287.332763671875,1269.6031494140625,2844.725830078125,0.0033726671244949102,Araneae
10,2811.0109090805054,2776.654541015625,3323.30712890625,3316.1848754882812,0.0024839562829583883,Araneae
11,2800.0354886054993,2501.9818801879883,2923.336883544922,2821.3228149414062,0.0012477891286835074,Araneae
12,1360.28271484375,3091.299072265625,1599.2001342773438,3273.6823120117188,0.0009365063160657883,Araneae
13,3353.991180419922,1650.5659828186035,3528.0763244628906,1851.0545196533203,0.0008286039810627699,Araneae
14,1830.2798309326172,3189.7137756347656,2100.0,3455.74365234375,0.0007218843675218523,Araneae
15,1126.8719177246094,3043.030647277832,1335.9089660644531,3456.0,0.0007193273049779236,Araneae
16,73.15743255615234,2270.5728454589844,189.33914184570312,2422.4454040527344,0.0007104032556526363,Araneae
17,4108.0,2000.0,4499.9940185546875,2239.3040161132812,0.0006996678421273828,Araneae
18,1778.501220703125,533.9993896484375,3151.4111328125,1147.322509765625,0.0006973735289648175,Araneae
19,311.21014404296875,3043.5088424682617,500.0,3339.328857421875,0.0006441008299589157,Araneae
20,1305.6517639160156,2001.331615447998,1504.072509765625,2098.7764282226562,0.0005948168691247702,Araneae
