,xmin,ymin,xmax,ymax,conf,class
0,2113.2151947021484,365.85491943359375,2500.0,637.9089813232422,0.27186423540115356,Araneae
1,3200.085926055908,1140.50634765625,3541.44140625,1300.8443603515625,0.151497021317482,Araneae
2,3600.622260570526,3183.3882446289062,3709.2215881347656,3380.3360595703125,0.1295284926891327,Araneae
3,731.7666015625,320.617919921875,1135.825927734375,621.2583618164062,0.05621000751852989,Araneae
4,533.8419952392578,1668.4930419921875,679.6045227050781,1698.9638671875,0.04251701012253761,Araneae
5,22.433258056640625,2228.656951904297,300.0245666503906,2497.442901611328,0.03736845776438713,Araneae
6,3039.5282287597656,2000.0,3388.7173919677734,2244.0833587646484,0.03702143579721451,Araneae
7,1056.8757019042969,1682.997200012207,1360.9935302734375,2100.0,0.03335900604724884,Araneae
8,1374.9178466796875,1484.32861328125,1537.4898986816406,1597.3068237304688,0.027305779978632927,Araneae
9,2800.0,2000.0,3166.6796875,2235.5379028320312,0.016499986872076988,Araneae
10,110.38672637939453,2491.1720962524414,201.45603942871094,2563.4615631103516,0.01446610689163208,Araneae
11,343.00726318359375,2400.0,499.971923828125,2688.353302001953,0.013183068484067917,Araneae
12,2310.8213806152344,3122.707550048828,2523.199249267578,3456.0,0.012716337107121944,Araneae
13,1067.9623107910156,1600.0,1319.9284439086914,1704.3615798950195,0.011588871479034424,Araneae
14,2800.0,212.4423065185547,3295.2438354492188,500.0,0.010422193445265293,Araneae
15,4125.711585998535,126.41275787353516,4500.0,500.0,0.010138515383005142,Araneae
16,703.5762329101562,1701.0466079711914,918.9833068847656,2099.9227600097656,0.008627276867628098,Araneae
17,2149.5572509765625,2908.4967346191406,2376.4295654296875,3103.1768798828125,0.006362979765981436,Araneae
18,876.6345291137695,400.0,1137.9427795410156,639.9958648681641,0.005839537363499403,Araneae
19,2486.671829223633,512.3703460693359,2900.0,900.0,0.005231707356870174,Araneae
20,3217.539794921875,2000.0,3300.0,2240.101593017578,0.004800303373485804,Araneae
21,3200.0,2000.0,3279.836883544922,2240.64111328125,0.004615643061697483,Araneae
22,3148.4717407226562,20.086992263793945,3389.509719848633,259.8654479980469,0.00383095839060843,Araneae
23,2965.709991455078,1367.2181549072266,3108.0806884765625,1471.1717529296875,0.0036654670257121325,Araneae
24,1200.0,1600.0,1461.8856811523438,1717.8339004516602,0.0036347692366689444,Araneae
25,1600.0,1648.2557754516602,1686.4677429199219,1765.4288482666016,0.003085077740252018,Araneae
26,3815.745834350586,3050.6901092529297,3974.5013732910156,3193.8206787109375,0.002754220273345709,Araneae
27,3200.0,190.1236114501953,3700.0,542.8972015380859,0.0024135801941156387,Araneae
28,3148.3814086914062,3247.048614501953,3608.9552307128906,3455.6390380859375,0.0015488944482058287,Araneae
29,1601.4999628067017,400.0,1918.2453002929688,608.2277526855469,0.0014626586344093084,Araneae
30,1170.2221984863281,1004.6941223144531,1300.0,1300.634506225586,0.0012942207977175713,Araneae
31,1562.6005249023438,442.6647415161133,1699.8190002441406,792.9029846191406,0.001236148178577423,Araneae
32,3200.0,2316.9134521484375,3700.0,2712.1441040039062,0.0009614538284949958,Araneae
33,1952.4039001464844,3238.7808227539062,2105.1981658935547,3456.0,0.0009094250854104757,Araneae
34,2573.7930297851562,1600.0,2821.8159790039062,1716.8461685180664,0.0007019165204837918,Araneae
35,3670.7991638183594,2799.292510986328,4015.9898376464844,2900.0,0.0006458344869315624,Araneae
36,1317.2176971435547,2000.0,1700.0,2063.8573875427246,0.000615636701695621,Araneae
37,1043.7990417480469,686.728759765625,1176.3221740722656,855.8664245605469,0.0006152674905024469,Araneae
38,1175.7575073242188,400.18959045410156,1318.8738708496094,753.4513854980469,0.0006144529324956238,Araneae
39,800.0,2352.1671752929688,1253.3243103027344,2499.685333251953,0.000582898675929755,Araneae
40,1251.590705871582,1600.0290393829346,1445.7823791503906,1697.6078338623047,0.0005789621500298381,Araneae
41,3704.8376541137695,2327.93408203125,3894.1578979492188,2485.757080078125,0.0005392321036197245,Araneae
42,1356.680679321289,1681.4304122924805,1473.5977783203125,1731.6235046386719,0.0005304448422975838,Araneae
43,348.6700439453125,2565.10009765625,517.3730392456055,2897.163116455078,0.0005225586937740445,Araneae
44,835.2547302246094,368.0653076171875,900.0,503.6417694091797,0.000518486020155251,Araneae
45,1730.5533447265625,1712.2042236328125,2968.75439453125,2288.780029296875,0.0004873609868809581,Araneae
46,2588.219497680664,42.03925323486328,2800.9329223632812,233.9155731201172,0.00038083529216237366,Araneae
47,3742.5785522460938,2860.415412902832,3833.0399017333984,2960.035873413086,0.0003605250676628202,Araneae
48,3559.977813720703,2598.188262939453,3699.976707458496,2831.1070861816406,0.00035378936445340514,Araneae
49,3886.9888305664062,0.0,4137.987640380859,252.03968811035156,0.00034778454573825,Araneae
50,785.5736999511719,296.47503662109375,870.2886123657227,483.47869873046875,0.0003389697230886668,Araneae
51,2804.429006576538,1103.5785522460938,3046.2181091308594,1201.3515625,0.0003385122981853783,Araneae
52,2374.7593994140625,3032.7673950195312,2528.315185546875,3299.4000854492188,0.0003151657583657652,Araneae
53,2343.3232421875,400.240957736969,2500.0,678.6272583007812,0.00029353119316510856,Araneae
54,1966.7687377929688,1333.1492004394531,2099.3793334960938,1573.7938842773438,0.0002892772317864001,Araneae
55,400.3349542617798,227.74462890625,631.5224151611328,412.8961181640625,0.000282900407910347,Araneae
56,1789.0865478515625,1775.0878143310547,1939.2855224609375,1894.61669921875,0.000279743573628366,Araneae
57,2343.516357421875,1632.0119857788086,2501.904296875,1937.0416259765625,0.00025388417998328805,Araneae
58,4004.6037673950195,3021.222686767578,4291.8228759765625,3361.5723266601562,0.00023085379507392645,Araneae
59,2400.0640392303467,1200.0,2569.7565002441406,1323.9296417236328,0.00023031690216157585,Araneae
60,1060.0404357910156,2996.7919158935547,1287.9047241210938,3210.2137451171875,0.00021589772950392216,Araneae
61,953.3862457275391,1236.21875,1299.1231079101562,1300.0,0.00020688434597104788,Araneae
62,3525.1077575683594,1793.4408569335938,3700.0,2068.0137634277344,0.00019952260481659323,Araneae
63,86.6581039428711,2430.1297302246094,184.4332733154297,2477.9612426757812,0.00019747477199416608,Araneae
64,400.0199228525162,2578.5789489746094,454.40585708618164,2890.1417846679688,0.000188499761861749,Araneae
65,2350.6218872070312,143.59588623046875,2504.9172973632812,497.9814147949219,0.0001865782105596736,Araneae
66,4454.578125,1823.8387145996094,4500.0,2043.3353271484375,0.00017413422756362706,Araneae
67,2426.2324810028076,1205.824851989746,2563.426071166992,1460.127685546875,0.00017026970454026014,Araneae
68,2560.2881469726562,1200,2785.1700744628906,1242.461841583252,0.00016935518942773342,Araneae
69,3421.2085723876953,68.43977355957031,3690.6841430664062,152.05963134765625,0.00016229522589128464,Araneae
70,1668.4563064575195,2982.596633911133,1819.234115600586,3197.5858764648438,0.00015530383097939193,Araneae
71,1152.0083312988281,2400.5675435066223,1300.0,2623.1443939208984,0.0001493861636845395,Araneae
72,4006.681764125824,2416.971992492676,4239.469039916992,2666.7809143066406,0.00014786707470193505,Araneae
